ID;Name;Latitude;Longitude;TransportType;adresse;compl_adresse;code_postale
265;Corvisart;48.8298024;2.3504805;metro;Boulevard Auguste Blanqui;Quartier de la Maison-Blanche;75013
266;Saint-François-Xavier;48.8514517;2.3144205;metro;Boulevard des Invalides;Quartier de l'École Militaire;75007
267;Varenne;48.8569057;2.3150837;metro;Boulevard des Invalides;Quartier des Invalides;75007
268;Porte de Clichy;48.8948169;2.3132665;metro;Avenue de la Porte de Clichy;Quartier des Batignolles;75017
269;Pré Saint-Gervais;48.8802778;2.3988805;metro;Rue Alphonse Aulard;Quartier d'Amérique;75019
270;Reuilly — Diderot;48.8473574;2.3867982;metro;Boulevard Diderot;Quartier de Picpus;75012
271;Porte de Vincennes;48.8473367;2.408086;metro;Cours de Vincennes;Quartier de Charonne;75020
272;Michel-Ange - Auteuil;48.8480025;2.2641679;metro;Rue d'Auteuil;Quartier d'Auteuil;75016
273;Odéon;48.8523043;2.3393706;metro;Boulevard Saint-Germain;Quartier de la Monnaie;75006
274;Liège;48.8796039;2.3270446;metro;Rue d'Amsterdam;Quartier Saint-Georges;75009
275;Campo-Formio;48.8351162;2.3582026;metro;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
276;Rambuteau;48.8617648;2.3537854;metro;Rue Beaubourg;Quartier Sainte-Avoye;75003
277;Pernety;48.8339998;2.3181806;metro;Rue Raymond Losserand;Quartier de Plaisance;75014
278;Plaisance;48.8317665;2.3140421;metro;Rue Raymond Losserand;Quartier de Plaisance;75014
279;Maison Blanche;48.8215588;2.3589582;metro;Avenue d'Italie;Quartier de la Maison-Blanche;75013
280;Gaîté;48.8386383;2.3225137;metro;Avenue du Maine;Quartier du Montparnasse;75014
281;Télégraphe;48.8754961;2.3989653;metro;Rue de Belleville;Quartier d'Amérique;75019
282;Temple;48.8664946;2.3607078;metro;Rue de Turbigo;Quartier des Arts-et-Métiers;75003
283;Maison Blanche;48.821569;2.3590197;metro;Avenue d'Italie;Quartier de la Maison-Blanche;75013
284;Cour Saint-Émilion;48.8335432;2.3859654;metro;Rue François Truffaut;Quartier de Bercy;75012
285;George V;48.872076;2.3004214;metro;Avenue des Champs-Élysées;Quartier du Faubourg-du-Roule;75008
286;Louvre - Rivoli;48.860809;2.3411316;metro;Rue de Rivoli;Quartier Saint-Germain-l'Auxerrois;75001
287;Porte d'Italie;48.819054;2.3594056;metro;Avenue d'Italie;Quartier de la Maison-Blanche;75013
288;Degas;48.848958;2.2754115;bus;Avenue de Versailles;Quartier d'Auteuil;75016
289;Musée d'Art Moderne - Palais de Tokyo;48.8629739;2.2954966;bus;Avenue de New York;Chaillot;75016
290;Les Plantes;48.8295614;2.3220688;bus;Rue d'Alésia;Quartier de Plaisance;75014
291;Les Plantes;48.8290722;2.3230781;bus;Rue d'Alésia;Quartier du Petit-Montrouge;75014
292;Cambronne - Lecourbe;48.8423298;2.3028026;bus;Rue Cambronne;Quartier Saint-Lambert;75015
293;Cambronne - Vaugirard;48.8407918;2.3040665;bus;Rue Cambronne;Quartier Necker;75015
294;Miollis;48.8451514;2.3019996;bus;Rue Cambronne;Quartier Necker;75015
295;Cambronne;48.8471851;2.3015826;bus;Rue Cambronne;Quartier Necker;75015
296;Cambronne - Lecourbe;48.8429413;2.3024683;bus;Place Athanase Bassinet;Quartier Necker;75015
297;Frères Voisin;48.8285057;2.2733973;bus;Rue du Colonel Pierre Avia;Quartier de Javel;75015
298;Cambronne - Lecourbe;48.8424677;2.3019742;bus;Rue Lecourbe;Quartier Saint-Lambert;75015
299;Mairie du 15e;48.8418451;2.2998841;bus;Rue Lecourbe;Quartier Saint-Lambert;75015
300;Volontaires - Lecourbe;48.8439901;2.3071137;bus;Rue Lecourbe;Quartier Necker;75015
301;Sèvres - Lecourbe;48.8446505;2.3093262;bus;Rue Lecourbe;Quartier Necker;75015
302;Hôpital des Enfants Malades;48.8466282;2.3161638;bus;Rue de Sèvres;Quartier Necker;75015
303;Cambronne - Vaugirard;48.8404472;2.3046245;bus;Rue de Vaugirard;Quartier Saint-Lambert;75015
304;Pasteur – Lycée Buffon;48.8430483;2.313091;bus;Rue de Vaugirard;Quartier Necker;75015
305;Pasteur - Lycée Buffon;48.8432471;2.3126895;bus;Boulevard Pasteur;Quartier Necker;75015
306;Gare Montparnasse;48.8411926;2.3215121;bus;Rue du Départ;Quartier Necker;75015
307;Michel Debré;48.8522339;2.3309192;bus;Rue du Four;Quartier de Saint-Germain-des-Prés;75006
308;Sèvres - Babylone;48.8516549;2.3278812;bus;Rue de Sèvres;Quartier Saint-Thomas-d'Aquin;75007
309;Michel Debré;48.8517884;2.3306976;bus;Rue du Vieux Colombier;Quartier Notre-Dame-des-Champs;75006
310;Quai de la Rapée;48.8453126;2.3695255;bus;Boulevard Diderot;Quartier des Quinze-Vingts;75012
311;Gare d'Austerlitz;48.8446351;2.3643669;bus;Place Valhubert;Quartier du Jardin des Plantes;75005
312;Gare de Lyon - Diderot;48.8460447;2.372133;bus;Rue de Lyon;Quartier des Quinze-Vingts;75012
313;Sèvres - Babylone;48.8521939;2.326462;bus;Boulevard Raspail;Quartier Saint-Thomas-d'Aquin;75007
314;Mairie du 15e;48.8424229;2.2989616;bus;Rue Pétel;Quartier Saint-Lambert;75015
315;Église Saint-Sulpice;48.8513259;2.3334483;bus;Place Saint-Sulpice;Quartier de l'Odéon;75006
316;Sèvres - Babylone;48.851769;2.3274705;bus;Rue de Sèvres;Quartier Saint-Thomas-d'Aquin;75007
317;Invalides;48.8616635;2.3149201;bus;Rue Robert Esnault-Pelterie;Quartier des Invalides;75007
318;Esplanade des Invalides;48.8598983;2.314402;bus;Sortie Parking Invalides;Quartier des Invalides;75007
319;Pont Alexandre III;48.8627959;2.3145557;bus;Quai d'Orsay;Quartier des Invalides;75007
320;Général de Bollardière;48.8514047;2.3013977;bus;Place Joffre;Quartier de l'École Militaire;75007
321;Général de Bollardière;48.8508814;2.3003953;bus;Avenue de la Motte-Picquet;Quartier de Grenelle;75015
322;Général de Bollardière;48.85155;2.3004421;bus;Avenue de Suffren;Quartier du Gros-Caillou;75007
323;Alésia - Didot;48.8308078;2.3185643;bus;Rue d'Alésia;Quartier de Plaisance;75014
324;Alésia - Didot;48.8306269;2.3187317;bus;Rue d'Alésia;Quartier de Plaisance;75014
325;Colonel Fabien;48.8782993;2.3708169;bus;Rue de Meaux;Quartier de la Villette;75019
326;Vaugirard - Favorites;48.8397095;2.3019345;bus;Rue de Vaugirard;Quartier Saint-Lambert;75015
327;Convention - Vaugirard;48.8375549;2.2958212;bus;Rue de la Convention;Quartier Saint-Lambert;75015
328;Alésia - René Coty;48.8277556;2.3350602;bus;Avenue René Coty;Quartier du Parc-de-Montsouris;75014
329;Labrouste;48.8337381;2.3083597;bus;Rue de Vouillé;Quartier Saint-Lambert;75015
330;Jean Bologne;48.8577268;2.2802415;bus;Rue de Passy;Quartier de la Muette;75016
331;Richelieu - 4 Septembre;48.8692186;2.3380768;bus;Rue du Quatre Septembre;Quartier Vivienne;75002
332;Crimée - Aubervilliers;48.8950879;2.3714758;bus;Rue d'Aubervilliers;Quartier du Pont-de-Flandre;75019
333;Lyon - Ledru-Rollin;48.8488965;2.3721895;bus;Avenue Daumesnil;Quartier des Quinze-Vingts;75012
334;Cambronne - Vaugirard;48.839997;2.3043904;bus;Rue Paul Barruel;Quartier Saint-Lambert;75015
335;Monge - Claude Bernard;48.8388115;2.3499845;bus;Rue Claude Bernard;Quartier du Jardin des Plantes;75005
336;Dupleix;48.8514214;2.291572;bus;Boulevard de Grenelle;Quartier de Grenelle;75015
337;Denfert Rochereau;48.8334944;2.3334291;bus;Esplanade Charles-Axel Guillaumot;Quartier du Petit-Montrouge;75014
338;Place d'Italie - Italie 2;48.8302119;2.3559224;bus;Avenue d'Italie;Quartier de la Maison-Blanche;75013
339;Place d'Italie - Mairie du 13e;48.8323872;2.3547941;bus;Avenue des Gobelins;Quartier de Croulebarbe;75013
340;Patay - Tolbiac;48.8276292;2.3705452;bus;Rue de Tolbiac;Quartier de la Gare;75013
341;Patay - Tolbiac;48.8280361;2.3708966;bus;Rue de Patay;Quartier de la Gare;75013
342;Patay - Tolbiac;48.827823;2.3717668;bus;Rue de Tolbiac;Quartier de la Gare;75013
343;Patay - Tolbiac;48.827301;2.3718432;bus;Rue de Patay;Quartier de la Gare;75013
344;Jeanne d'Arc - Église de la Gare;48.8292814;2.3691462;bus;Rue Jeanne d'Arc;Quartier de la Gare;75013
345;Jeanne d'Arc - Église de la Gare;48.8290223;2.3692788;bus;Rue Jeanne d'Arc;Quartier de la Gare;75013
346;Claude Régaud;48.8216976;2.3730418;bus;Avenue Boutroux;Quartier de la Gare;75013
347;Porte d'Ivry;48.8214165;2.3697681;bus;Avenue de la Porte d'Ivry;Quartier de la Gare;75013
348;Docteur Finlay;48.8518145;2.2901491;bus;Rue Saint-Charles;Quartier de Grenelle;75015
349;Buffon - La Mosquée;48.8417779;2.3558325;bus;Rue Geoffroy Saint-Hilaire;Quartier du Jardin des Plantes;75005
350;Buffon - La Mosquée;48.8408769;2.3559671;bus;Rue Geoffroy Saint-Hilaire;Quartier du Jardin des Plantes;75005
351;Vasco de Gama - Lourmel;48.8377232;2.2819757;bus;Rue Vasco de Gama;Quartier de Javel;75015
352;Lourmel - Félix Faure;48.8392267;2.2824013;bus;Rue de Lourmel;Quartier de Javel;75015
353;Saint-Charles - Balard;48.838724;2.2787238;bus;Rue Saint-Charles;Quartier de Javel;75015
354;Balard;48.8364057;2.2781749;bus;Place Balard;Quartier de Javel;75015
355;Brancion - Vouillé;48.8345348;2.3055831;bus;Rue de Vouillé;Quartier Saint-Lambert;75015
356;Raffet;48.8533371;2.2619422;bus;Boulevard Suchet;Quartier d'Auteuil;75016
357;Convention - Vaugirard;48.8370719;2.2967038;bus;Rue de la Convention;Quartier Saint-Lambert;75015
358;Péclet;48.8428726;2.2982525;bus;Rue Léon Lhermitte;Quartier Saint-Lambert;75015
359;Tolbiac - Baudricourt;48.8266632;2.3642995;bus;Rue de Tolbiac;Quartier de la Gare;75013
360;Tolbiac - Baudricourt;48.8268069;2.3644285;bus;Rue de Tolbiac;Quartier de la Gare;75013
361;Glacière - Tolbiac;48.8267282;2.3419955;bus;Rue de la Glacière;Quartier de la Maison-Blanche;75013
362;Glacière - Tolbiac;48.8264613;2.3412468;bus;Rue d'Alésia;Quartier du Parc-de-Montsouris;75014
363;Glacière - Tolbiac;48.8264236;2.3423158;bus;Rue de Tolbiac;Quartier de la Maison-Blanche;75013
364;Saint-Michel;48.8536122;2.3437913;bus;Place Saint-Michel;Quartier de la Monnaie;75006
365;Pyrénées - Bagnolet;48.858877;2.4023128;bus;Rue des Pyrénées;Quartier de Charonne;75020
366;Louis Braille;48.8397002;2.4034407;bus;Rue Louis Braille;Quartier du Bel-Air;75012
367;Saint-Ambroise;48.8613013;2.3744391;bus;Boulevard Voltaire;Quartier Saint-Ambroise;75011
368;Oberkampf - Richard Lenoir;48.8636497;2.3704915;bus;Boulevard Voltaire;Quartier Saint-Ambroise;75011
369;Jean-Pierre Timbaud;48.8654167;2.3675306;bus;Boulevard Voltaire;Quartier de la Folie-Méricourt;75011
370;République - Voltaire;48.8662683;2.3660997;bus;Boulevard Voltaire;Quartier de la Folie-Méricourt;75011
371;Porte d'Italie;48.819614;2.3594521;bus;Avenue d'Italie;Quartier de la Maison-Blanche;75013
372;Jussieu;48.8461657;2.3546275;bus;Place Jussieu;Quartier Saint-Victor;75005
373;Square Caulaincourt;48.8895461;2.3352459;bus;Rue Caulaincourt;Quartier des Grandes-Carrières;75018
374;Square Caulaincourt;48.8894553;2.3359673;bus;Rue Caulaincourt;Quartier des Grandes-Carrières;75018
375;Gare Saint-Lazare;48.8750886;2.3247693;bus;Rue de Rome;Quartier de la Madeleine;75008
376;Porte de Vanves;48.8273299;2.3050575;bus;Place de la Porte de Vanves;Quartier de Plaisance;75014
377;Bosquet - Grenelle;48.856735;2.3043968;bus;Avenue Bosquet;Quartier du Gros-Caillou;75007
378;Bosquet - Saint-Dominique;48.8584313;2.3035608;bus;Avenue Bosquet;Quartier du Gros-Caillou;75007
379;École Militaire;48.8548656;2.3055095;bus;Avenue Bosquet;Quartier du Gros-Caillou;75007
380;Porte Molitor;48.8454777;2.2554572;bus;Boulevard d'Auteuil;Quartier d'Auteuil;75016
381;Porte Molitor;48.8459237;2.2562291;bus;Avenue du Général Sarrail;Quartier d'Auteuil;75016
382;Amiral Mouchez - Charbonnel;48.8223493;2.3419861;bus;Rue de l'Amiral Mouchez;Quartier de la Maison-Blanche;75013
383;Place des Fêtes;48.8775821;2.394214;bus;Rue Louise Thuliez;Quartier d'Amérique;75019
384;Place des Fêtes;48.8769107;2.3925209;bus;Rue des Fêtes;Quartier d'Amérique;75019
385;Pixérécourt;48.8758906;2.3949846;bus;Rue Compans;Quartier d'Amérique;75019
386;Pixérécourt;48.87558;2.3949365;bus;Rue Compans;Quartier d'Amérique;75019
387;Cuvier - Jardin des Plantes;48.8440363;2.3549671;bus;Paris 5e Arrondissement;Paris;75005
388;Cuvier - Jardin des Plantes;48.8438208;2.3548148;bus;Rue Linné;Quartier Saint-Victor;75005
389;Jussieu;48.8463892;2.354382;bus;Rue Linné;Quartier Saint-Victor;75005
390;Jenner - Jeanne d'Arc;48.8361992;2.358865;bus;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
391;Jenner - Jeanne d'Arc;48.8361724;2.3591424;bus;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
392;Saint-Marcel - Jeanne d'Arc;48.8387053;2.3570294;bus;Rue Geoffroy Saint-Hilaire;Quartier du Jardin des Plantes;75005
393;Saint-Marcel - Jeanne d'Arc;48.8381506;2.3564225;bus;Boulevard Saint-Marcel;Quartier de la Salpêtrière;75013
394;Brochant - Cardinet;48.8912514;2.3180377;bus;Rue Cardinet;Quartier des Épinettes;75017
395;Parc Martin Luther King;48.8894988;2.3164221;bus;Rue Cardinet;Quartier des Batignolles;75017
396;Pont Cardinet;48.8876554;2.314435;bus;Rue Cardinet;Quartier des Batignolles;75017
397;Place de Clichy;48.8834887;2.3280195;bus;Boulevard de Clichy;Quartier Saint-Georges;75009
398;Pont Cardinet - Batignolles;48.8875818;2.3175042;bus;Place Charles Fillion;Quartier des Batignolles;75017
399;Lobligeois;48.8862467;2.3188432;bus;Rue des Batignolles;Quartier des Batignolles;75017
400;Parc Martin Luther King;48.8889945;2.3161087;bus;Rue Cardinet;Quartier des Batignolles;75017
401;Brochant - Cardinet;48.8912412;2.3182914;bus;Rue Cardinet;Quartier des Épinettes;75017
402;Rue des Moines;48.8904358;2.3205767;bus;Avenue de Clichy;Quartier des Épinettes;75017
403;La Fourche;48.8878006;2.3255735;bus;Avenue de Saint-Ouen;Quartier des Épinettes;75017
404;Jouffroy d'Abbans - Malesherbes;48.8848492;2.3064953;bus;Rue Jouffroy d'Abbans;Quartier de la Plaine-de-Monceau;75017
405;Jouffroy d'Abbans - Villiers;48.8838357;2.3042691;bus;Avenue de Villiers;Quartier de la Plaine-de-Monceau;75017
406;Wagram – Courcelles;48.8813537;2.3003856;bus;Avenue de Wagram;Quartier de la Plaine-de-Monceau;75017
407;Ternes;48.8775401;2.2986435;bus;Rue du Faubourg Saint-Honoré;Quartier du Faubourg-du-Roule;75008
408;Charles de Gaulle - Étoile;48.8748496;2.297394;bus;Avenue Hoche;Quartier du Faubourg-du-Roule;75008
409;La Boétie - Champs-Élysées;48.8704345;2.3060391;bus;Avenue des Champs-Élysées;Quartier du Faubourg-du-Roule;75008
410;Falguière;48.8366159;2.3104662;bus;Rue Falguière;Quartier Necker;75015
411;Guy Môquet;48.892939;2.326773;bus;Rue Guy Môquet;Quartier des Épinettes;75017
412;Guy Môquet;48.8931223;2.3281296;bus;Rue Championnet;Quartier des Grandes-Carrières;75018
413;Porte de Saint-Ouen;48.8975222;2.3299275;bus;Boulevard Ney;Quartier des Grandes-Carrières;75018
414;Moines - Davy;48.8922272;2.3240507;bus;Rue Guy Môquet;Quartier des Épinettes;75017
415;Moines - Davy;48.8921486;2.3230976;bus;Rue Guy Môquet;Quartier des Épinettes;75017
416;Porte Maillot;48.8781138;2.2797351;bus;Voie AS/16;Quartier de la Porte-Dauphine;75116
417;Porte des Ternes - Anny Flore;48.8806176;2.2839844;bus;Boulevard Pershing;Quartier des Ternes;75017
418;Porte de Champerret – Stéphane Mallarmé;48.8859261;2.2916943;bus;Avenue Stéphane Mallarmé;Quartier de la Plaine-de-Monceau;75017
419;Porte de Champerret;48.8858165;2.2942158;bus;Boulevard Berthier;Quartier de la Plaine-de-Monceau;75017
420;Porte de Champerret;48.8863332;2.2929786;bus;Avenue Stéphane Mallarmé;Quartier de la Plaine-de-Monceau;75017
421;Porte de Courcelles;48.8874458;2.2942814;bus;Avenue Stéphane Mallarmé;Quartier de la Plaine-de-Monceau;75017
422;Porte de Courcelles;48.8869949;2.2950351;bus;Rue de Courcelles;Quartier de la Plaine-de-Monceau;75017
423;Marguerite Long;48.8896279;2.3034455;bus;Boulevard Berthier;Quartier de la Plaine-de-Monceau;75017
424;Wattignies - Gravelle;48.8355974;2.3973505;bus;Rue de Wattignies;Quartier de Picpus;75012
425;Charenton - Jardiniers;48.8334094;2.3951024;bus;Rue de Charenton;Quartier de Bercy;75012
426;Porte de Reuilly;48.8342855;2.4004288;bus;Avenue du Général Michel Bizot;Quartier de Picpus;75012
427;Porte de Charenton;48.8322566;2.3976172;bus;Avenue du Général Michel Bizot;Quartier de Picpus;75012
428;Dijon - Lachambeaudie;48.8356048;2.3860649;bus;Rue de la Nativité;Quartier de Bercy;75012
429;Dugommier;48.8389717;2.3886763;bus;Boulevard de Bercy;Quartier de Bercy;75012
430;Dugommier;48.8384864;2.3884977;bus;Boulevard de Bercy;Quartier de Bercy;75012
431;Nicolai;48.8350627;2.3929306;bus;Rue de Charenton;Quartier de Bercy;75012
432;Cluny;48.8511477;2.3438069;bus;Boulevard Saint-Germain;Quartier de la Sorbonne;75005
433;Brancion - Vouillé;48.8348982;2.3047212;bus;Rue de Vouillé;Quartier Saint-Lambert;75015
434;Brancion - Vouillé;48.8354693;2.3059122;bus;Rue Brancion;Quartier Saint-Lambert;75015
435;Place d'Italie - Mairie du XIIIe;48.8325099;2.3564265;bus;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
436;Port Royal - Berthollet;48.8372769;2.3453746;bus;Rue de la Glacière;Quartier de Croulebarbe;75013
437;Port Royal - Berthollet;48.8373952;2.3460949;bus;Boulevard de Port-Royal;Quartier de Croulebarbe;75013
438;Port Royal - Berthollet;48.8379605;2.3456162;bus;Rue Berthollet;Quartier du Val-de-Grâce;75005
439;Les Gobelins;48.8368868;2.352293;bus;Boulevard Saint-Marcel;Quartier de la Salpêtrière;75013
440;Victor Hugo;48.8280213;2.2728397;bus;Boulevard des Frères Voisin;Quartier de Javel;75015
441;Berthollet - Vauquelin;48.8406165;2.3454041;bus;Rue Claude Bernard;Quartier du Val-de-Grâce;75005
442;Feuillantines;48.8416124;2.3435087;bus;Rue Gay-Lussac;Quartier du Val-de-Grâce;75005
443;Saint-Jacques - Gay-Lussac;48.8442264;2.3421912;bus;Rue Gay-Lussac;Quartier du Val-de-Grâce;75005
444;Luxembourg;48.8465718;2.3410087;bus;Rue Gay-Lussac;Quartier du Val-de-Grâce;75005
445;Cluny;48.8500936;2.343422;bus;Rue des Écoles;Quartier de la Sorbonne;75005
446;Dante;48.8505979;2.3460921;bus;Boulevard Saint-Germain;Quartier de la Sorbonne;75005
447;Les Alpes;48.831935;2.359608;bus;Boulevard Vincent Auriol;Quartier de la Gare;75013
448;Charenton - Wattignies;48.8372482;2.3905912;bus;Rue Proudhon;Quartier de Bercy;75012
449;Radio France;48.8531568;2.2797641;bus;Rue du Ranelagh;Quartier de la Muette;75016
450;Porte de Clignancourt;48.8978806;2.3452784;bus;Boulevard Ney;Quartier de Clignancourt;75018
451;Les Écoles;48.8496564;2.3422322;bus;Boulevard Saint-Michel;Quartier de l'Odéon;75006
452;Les Écoles;48.8498541;2.342514;bus;Boulevard Saint-Michel;Quartier de la Sorbonne;75005
453;Alma - Marceau;48.8650774;2.3027492;bus;Paris 8e Arrondissement;Paris;75008
454;Scheffer;48.8612248;2.2843543;bus;Avenue Paul Doumer;Quartier de la Muette;75116
455;Scheffer;48.8611818;2.2837696;bus;Avenue Paul Doumer;Quartier de la Muette;75116
456;Saint-Michel - Saint-Germain;48.8519282;2.3433897;bus;Boulevard Saint-Michel;Quartier de la Monnaie;75006
457;Cité - Parvis Notre-Dame;48.8549237;2.3477855;bus;Place Louis Lépine;Quartier Les Îles;75004
458;Louvre - Étienne Marcel;48.8651536;2.3438914;bus;Rue Étienne Marcel;Quartier du Mail;75002
459;Étienne Marcel - Montmartre;48.8648952;2.3444365;bus;Rue Étienne Marcel;Quartier Les Halles;75001
460;Victoires;48.8659426;2.3405257;bus;Rue la Feuillade;Quartier Vivienne;75002
461;Charles Michels;48.8462766;2.2862472;bus;Rue des Entrepreneurs;Quartier de Javel;75015
462;Richelieu - 4 Septembre;48.8700786;2.3390402;bus;Rue de Richelieu;Quartier Vivienne;75002
463;Bourse;48.8686991;2.3407908;bus;Place de la Bourse;Quartier Vivienne;75002
464;Louvre - Étienne Marcel;48.8655238;2.3433148;bus;Rue du Louvre;Quartier du Mail;75002
465;La Tombe Issoire;48.8277565;2.3319745;bus;Rue d'Alésia;Quartier du Petit-Montrouge;75014
